"gameId","ngsPlayId","gsisPlayId","millisecs_since_epoch","home_cover_px","away_cover_px","overlap_px","total_px","coverage","coverage_smooth"
"2","865","4043",1450040911.3,37040,36143,19450,1e+06,52.5107991360691,NA
"2","865","4043",1450040911.4,44561,35859,21977,1e+06,49.3189111554947,60.122011629654
"2","865","4043",1450040911.5,46037,47040,34345,1e+06,74.6030366878815,62.5826129305265
"2","865","4043",1450040911.6,43400,32477,27800,1e+06,64.0552995391705,64.8017197351666
"2","865","4043",1450040911.7,44705,31949,27875,1e+06,62.3532043395593,57.3571608834138
"2","865","4043",1450040911.8,48009,32329,27939,1e+06,58.1953383740549,50.7073210058197
"2","865","4043",1450040911.9,70577,41101,31636,1e+06,44.8248012808705,44.2863625302766
"2","865","4043",1450040912,80572,35378,30179,1e+06,37.4559400287941,44.6525152978407
"2","865","4043",1450040912.1,80135,33750,29385,1e+06,36.6693704373869,47.1714373911438
"2","865","4043",1450040912.2,70813,50093,42247,1e+06,59.6599494443111,57.5251920679031
"2","865","4043",1450040912.3,50648,35348,27806,1e+06,54.9004896540831,62.399088003405
"2","865","4043",1450040912.4,35818,49438,28250,1e+06,78.8709587358312,62.3545257846785
"2","865","4043",1450040912.5,50414,41954,28315,1e+06,56.1649541793946,62.107257270624
"2","865","4043",1450040912.6,49701,46097,29563,1e+06,59.481700569405,52.5351228704868
"2","865","4043",1450040912.7,50212,47269,27070,1e+06,53.9114155978651,52.8957194625254
"2","865","4043",1450040912.8,43302,36413,17573,1e+06,40.5824211352824,52.4683428963885
"2","865","4043",1450040912.9,40106,52071,23104,1e+06,57.607340547549,52.275922516348
"2","865","4043",1450040913,35820,43096,20694,1e+06,57.7721943048576,55.1242382051718
"2","865","4043",1450040913.1,35108,31903,18657,1e+06,53.1417340777031,53.0329711969981
"2","865","4043",1450040913.2,39151,32230,20349,1e+06,51.9756838905775,49.2809660259704
"2","865","4043",1450040913.3,44937,35057,22128,1e+06,49.2422725148541,46.0044869342234
"2","865","4043",1450040913.4,51169,34945,21882,1e+06,42.7641736207469,40.9515123265061
"2","865","4043",1450040913.5,52488,33537,21014,1e+06,40.0358177107148,37.7635097760068
"2","865","4043",1450040913.6,69022,32144,21924,1e+06,31.7637854597085,45.3855839051071
"2","865","4043",1450040913.7,71937,34712,26250,1e+06,36.4902623128571,51.9010970604618
"2","865","4043",1450040913.8,54248,86016,39738,1e+06,73.2524701371479,56.0642350634805
"2","865","4043",1450040913.9,67804,72858,44817,1e+06,66.0978703321338,61.6373654902093
"2","865","4043",1450040914,56704,52266,27454,1e+06,48.4163374717833,57.947021818302
"2","865","4043",1450040914.1,61501,60021,36152,1e+06,58.782784019772,59.2357389240171
"2","865","4043",1450040914.2,60587,72131,35438,1e+06,58.4910954495189,66.4894028094214
"2","865","4043",1450040914.3,46554,82550,33171,1e+06,71.2527387549942,67.8060913305515
"2","865","4043",1450040914.4,52386,107514,40563,1e+06,77.4309930134005,67.5042894434491
"2","865","4043",1450040914.5,59429,107827,38064,1e+06,64.0495381042925,62.2125178271434
"2","865","4043",1450040914.6,59055,94109,33829,1e+06,57.2838879011091,55.4365082990708
"2","865","4043",1450040914.7,52538,89320,26314,1e+06,50.0856522897712,51.5530201754059
"2","865","4043",1450040914.8,62241,89867,31324,1e+06,50.3269549011102,49.8296906640127
"2","865","4043",1450040914.9,67434,91208,32716,1e+06,48.5155856096331,51.2292041348261
"2","865","4043",1450040915,85004,86345,42834,1e+06,50.3905698555362,53.7480643878238
"2","865","4043",1450040915.1,93293,94574,51949,1e+06,55.6837061730248,56.6295432570323
"2","865","4043",1450040915.2,95329,99431,57581,1e+06,60.4023959131009,59.7502059734418
"2","865","4043",1450040915.3,102166,96221,61342,1e+06,60.0415010864671,62.3149768285082
"2","865","4043",1450040915.4,99338,96876,62457,1e+06,62.8732207211742,65.2951825178457
"2","865","4043",1450040915.5,98129,88790,64709,1e+06,65.9427895932905,66.4495087981353
"2","865","4043",1450040915.6,88782,92182,64210,1e+06,72.3232186704512,68.5788801005886
"2","865","4043",1450040915.7,84219,78645,54455,1e+06,64.6588062076254,71.3929872162166
"2","865","4043",1450040915.8,82246,82844,58716,1e+06,71.3907059309875,72.5505543720132
"2","865","4043",1450040915.9,84405,87000,65160,1e+06,77.1992180558024,76.3718863396599
"2","865","4043",1450040916,86256,86138,66377,1e+06,76.9534872936376,79.1650594213101
"2","865","4043",1450040916.1,80550,83587,64395,1e+06,79.9441340782123,80.2893340441452
"2","865","4043",1450040916.2,72084,77189,59515,1e+06,82.5633982575884,81.9785864862591
"2","865","4043",1450040916.3,75717,79131,61858,1e+06,81.6963165471426,82.9885278477506
"2","865","4043",1450040916.4,75564,80800,63255,1e+06,83.7104970620931,82.5310374285774
"2","865","4043",1450040916.5,72296,80080,60717,1e+06,83.9838995241784,82.074738456224
"2","865","4043",1450040916.6,70381,74761,56821,1e+06,80.7334365808954,79.9978119838589
"2","865","4043",1450040916.7,67505,74152,53917,1e+06,79.8711206577291,77.0148075319576
"2","865","4043",1450040916.8,70508,70568,53165,1e+06,75.4027911726329,73.6236420135079
"2","865","4043",1450040916.9,69697,68348,50218,1e+06,72.0518817165732,68.5614246808121
"2","865","4043",1450040917,72428,67154,48649,1e+06,67.1687745070967,62.6652809303035
"2","865","4043",1450040917.1,72535,61781,43247,1e+06,59.6222513269456,55.9196684085232
"2","865","4043",1450040917.2,79391,55819,41139,1e+06,51.8182161705987,48.2893709876658
"2","865","4043",1450040917.3,86704,51934,39077,1e+06,45.0694316294519,40.2563149053351
"2","865","4043",1450040917.4,95728,47959,35082,1e+06,36.6475848236671,32.4027515898334
"2","865","4043",1450040917.5,124085,47472,34111,1e+06,27.4900269976226,25.7169824902754
"2","865","4043",1450040917.6,135557,45184,27659,1e+06,20.403962908592,20.938104609677
"2","865","4043",1450040917.7,127303,41419,23330,1e+06,18.32635523122,18.6200014361964
"2","865","4043",1450040917.8,125182,39794,21947,1e+06,17.5320733012733,17.2043823049922
"2","865","4043",1450040917.9,118347,41199,21560,1e+06,18.2176143037001,15.6922568454276
"2","865","4043",1450040918,107886,40740,15904,1e+06,14.7414863837755,13.5793427923612
"2","865","4043",1450040918.1,102860,41120,12629,1e+06,12.2778533929613,11.4149320655936
"2","865","4043",1450040918.2,99643,40566,9048,1e+06,9.08041708900776,10.803712718099
"2","865","4043",1450040918.3,99289,42687,9492,1e+06,9.55997139663004,11.2905393332181
"2","865","4043",1450040918.4,100914,47525,12409,1e+06,12.2966089937967,13.6270366138968
"2","865","4043",1450040918.5,97433,51359,13860,1e+06,14.2251598534377,17.9394962683143
"2","865","4043",1450040918.6,93887,57832,17300,1e+06,18.4264062117226,25.7936431032558
"2","865","4043",1450040918.7,93007,71872,24935,1e+06,26.8098100143,32.5409568917476
"2","865","4043",1450040918.8,91533,95893,40012,1e+06,43.7131963335628,37.9915617586485
"2","865","4043",1450040918.9,91155,84378,37569,1e+06,41.214415007405,41.6792236125912
"2","865","4043",1450040919,94395,78154,37974,1e+06,40.2288256793262,39.6682776290956
"2","865","4043",1450040919.1,94703,79954,39359,1e+06,41.5604574300709,38.1988445806352
"2","865","4043",1450040919.2,98213,70396,35032,1e+06,35.6694123995805,37.1703999767352
"2","865","4043",1450040919.3,99916,64475,35307,1e+06,35.3366828135634,36.9078251226035
"2","865","4043",1450040919.4,111502,62951,40269,1e+06,36.1150472637262,38.0954901672046
"2","865","4043",1450040919.5,110750,70658,44865,1e+06,40.510158013544,39.9519405398303
"2","865","4043",1450040919.6,109124,71847,44108,1e+06,40.4200725779847,42.5564561633716
"2","865","4043",1450040919.7,103530,70598,44272,1e+06,42.7624843040665,44.5328269114954
"2","865","4043",1450040919.8,101979,72415,47454,1e+06,46.5331097578913,47.5956681913278
"2","865","4043",1450040919.9,104648,73671,50666,1e+06,48.4156410060393,51.6582168593212
"2","865","4043",1450040920,108013,80709,56892,1e+06,52.6714376973142,54.2211121833009
"2","865","4043",1450040920.1,103715,91452,61205,1e+06,59.0126789760401,55.4853938261816
"2","865","4043",1450040920.2,102267,90194,58072,1e+06,56.7846910538101,55.574563610604
"2","865","4043",1450040920.3,100597,87295,53792,1e+06,53.472767577562,54.8164337736906
"2","865","4043",1450040920.4,102572,87241,54392,1e+06,53.0281168350037,55.7413957424302
"2","865","4043",1450040920.5,101611,89357,56882,1e+06,55.9801596283867,57.2692862374099
"2","865","4043",1450040920.6,101416,100072,61341,1e+06,60.4845389287686,59.6778990244026
"2","865","4043",1450040920.7,102052,99081,60807,1e+06,59.5843295574805,61.8913009209267
"2","865","4043",1450040920.8,101496,106027,63600,1e+06,62.6625679829747,63.1122073975533
"2","865","4043",1450040920.9,100642,110941,65250,1e+06,64.833767214483,63.5715390576271
"2","865","4043",1450040921,99833,113967,65259,1e+06,65.3681648352749,63.0134142012026
"2","865","4043",1450040921.1,104118,110352,63951,1e+06,61.4216561977756,61.6544334621432
"2","865","4043",1450040921.2,99333,106280,60027,1e+06,60.430068557277,60.2993687599639
"2","865","4043",1450040921.3,99177,104331,58909,1e+06,59.3978442582454,59.9681941838143
"2","865","4043",1450040921.4,97900,105502,58689,1e+06,59.9479060265577,59.9571492808679
"2","865","4043",1450040921.5,94474,107429,56776,1e+06,60.096957893177,60.3265099374023
"2","865","4043",1450040921.6,94224,104830,56898,1e+06,60.3858889454916,60.8238340667398
"2","865","4043",1450040921.7,94986,103831,57823,1e+06,60.875286884383,61.4496325109503
"2","865","4043",1450040921.8,94972,103864,58823,1e+06,61.9372025439077,61.8480643576282
"2","865","4043",1450040921.9,90987,105579,56958,1e+06,62.6001516700188,62.3505256196261
"2","865","4043",1450040922,94978,104441,58867,1e+06,61.9796163322032,63.1189089578831
"2","865","4043",1450040922.1,94935,108974,59700,1e+06,62.8851319323748,63.613850828426
"2","865","4043",1450040922.2,92214,110065,59949,1e+06,65.0107358969354,64.3661962489441
"2","865","4043",1450040922.3,91530,108071,59110,1e+06,64.5799191521905,64.9742278886716
"2","865","4043",1450040922.4,93165,104721,60547,1e+06,64.9889980142758,64.8179960629939
"2","865","4043",1450040922.5,97129,104697,63442,1e+06,65.3172584912848,65.0731051629164
"2","865","4043",1450040922.6,98764,104228,63590,1e+06,64.3858085942246,65.2600513848818
"2","865","4043",1450040922.7,96751,107179,63469,1e+06,65.6003555518806,65.6572636225495
"2","865","4043",1450040922.8,88900,106197,58440,1e+06,65.7367829021372,66.0416781031436
"2","865","4043",1450040922.9,88122,109522,58959,1e+06,66.9061074419555,65.613200437038
"2","865","4043",1450040923,88850,109748,58573,1e+06,65.923466516601,64.8592891770849
"2","865","4043",1450040923.1,89789,102971,57363,1e+06,63.8864448874584,64.2662305934361
"2","865","4043",1450040923.2,90837,100278,56974,1e+06,62.7211378623248,64.3052388393988
"2","865","4043",1450040923.3,87444,101544,56431,1e+06,64.5338731073601,65.1461715246642
"2","865","4043",1450040923.4,84076,99853,55557,1e+06,66.079499500452,66.4289490493317
"2","865","4043",1450040923.5,86831,99510,58394,1e+06,67.2501756285198,67.2321586382168
"2","865","4043",1450040923.6,89014,99150,60398,1e+06,67.8522479609949,67.4928588777015
"2","865","4043",1450040923.7,87805,98620,59485,1e+06,67.7467114629007,67.8813315386767
"2","865","4043",1450040923.8,84644,96100,56815,1e+06,67.1223004583904,67.7724468455369
"2","865","4043",1450040923.9,81844,98036,56312,1e+06,68.8040662724207,67.3557022171631
"2","865","4043",1450040924,80351,101818,54170,1e+06,67.4167091884357,67.0047380661953
"2","865","4043",1450040924.1,78487,98903,51864,1e+06,66.0797329494056,65.490753051385
"2","865","4043",1450040924.2,74209,92369,48769,1e+06,65.718443854519,63.794515818795
"2","865","4043",1450040924.3,70579,87977,44287,1e+06,62.7481262131796,61.7684731884413
"2","865","4043",1450040924.4,68507,85625,41537,1e+06,60.6317602580758,60.3983335904504
"2","865","4043",1450040924.5,65964,83363,38243,1e+06,57.975562427991,58.6003717591788
"2","865","4043",1450040924.6,68100,82741,41022,1e+06,60.2378854625551,56.8120459796576
"2","865","4043",1450040924.7,61444,79462,34136,1e+06,55.5562788880932,55.2626208117144
"2","865","4043",1450040924.8,59811,76148,31986,1e+06,53.478457139991,52.8622743690442
"2","865","4043",1450040924.9,58216,72108,30143,1e+06,51.7778617562182,51.3556148146366
"2","865","4043",1450040925,56795,71438,28759,1e+06,50.6364996918743,50.5845360566683
"2","865","4043",1450040925.1,56021,66385,27747,1e+06,49.5296406704629,49.5651319078183
"2","865","4043",1450040925.2,55310,69560,27873,1e+06,50.3941421081179,49.8886900145858
"2","865","4043",1450040925.3,54658,61329,26072,1e+06,47.7002451608182,50.7215424541332
"2","865","4043",1450040925.4,54513,64263,28309,1e+06,51.9307321189441,51.6631358629161
"2","865","4043",1450040925.5,54473,64552,28795,1e+06,52.8610504286527,53.153983922877
"2","865","4043",1450040925.6,53515,63762,28984,1e+06,54.1605157432496,54.5496314467756
"2","865","4043",1450040925.7,52598,63380,28226,1e+06,53.6636374006616,56.4737198433883
"2","865","4043",1450040925.8,49166,63445,28277,1e+06,57.5133222145385,58.5315330863878
"2","865","4043",1450040925.9,53498,64356,32397,1e+06,60.5574040151034,63.0177289835852
"2","865","4043",1450040926,61327,67390,38263,1e+06,62.3917687152478,65.8307840859737
"2","865","4043",1450040926.1,66643,77564,47722,1e+06,71.6084209894513,67.4443543590247
"2","865","4043",1450040926.2,70371,73574,48391,1e+06,68.7655426240923,67.3955755376441
"2","865","4043",1450040926.3,64441,76126,43183,1e+06,67.0116851073075,63.1917799352482
"2","865","4043",1450040926.4,58926,75458,36650,1e+06,62.1966534297254,59.6439357046384
"2","865","4043",1450040926.5,51291,69448,28104,1e+06,54.7932385798678,54.7684648590874
"2","865","4043",1450040926.6,47495,69939,25920,1e+06,54.5741657016528,50.193998971403
"2","865","4043",1450040926.7,44635,62686,21206,1e+06,47.5098017251036,47.2895142873261
"2","865","4043",1450040926.8,45450,54057,19952,1e+06,43.8987898789879,45.1475411355229
"2","865","4043",1450040926.9,46024,49180,19871,1e+06,43.1752998435599,44.9791072731557
"2","865","4043",1450040927,46548,49419,21415,1e+06,46.0062730944401,46.2683346950374
"2","865","4043",1450040927.1,46714,49773,21879,1e+06,46.8360662756347,46.8056502322343
"2","865","4043",1450040927.2,45907,51191,22520,1e+06,49.0556995665149,46.3978284826171
"2","865","4043",1450040927.3,44691,45860,20256,1e+06,45.3245619923475,47.0143571887311
"2","865","4043",1450040927.4,44951,44644,19947,1e+06,44.3749860959712,47.7635364315733
"2","865","4043",1450040927.5,45069,44921,22220,1e+06,49.302181100091,49.1938715151255
"2","865","4043",1450040927.6,47237,43691,24588,1e+06,52.0524165378834,51.2535137889813
"2","865","4043",1450040927.7,47710,39544,24354,1e+06,51.0459023265563,52.6744025714525
"2","865","4043",1450040927.8,47598,40537,25043,1e+06,52.6135551913946,53.3092034055506
"2","865","4043",1450040927.9,45570,39442,25057,1e+06,54.9857362299759,53.638427672865
"2","865","4043",1450040928,44701,38137,24403,1e+06,54.5916198742757,52.5343303106294
"2","865","4043",1450040928.1,41709,38503,21840,1e+06,52.3627993958139,50.6667321272198
"2","865","4043",1450040928.2,40575,37101,19556,1e+06,48.1971657424522,49.2666742743758
"2","865","4043",1450040928.3,40408,39886,19200,1e+06,47.5153434963374,45.060326959371
"2","865","4043",1450040928.4,42385,40129,20765,1e+06,48.9913884628996,41.2610854031405
"2","865","4043",1450040928.5,56335,39963,20020,1e+06,35.5374101357948,37.0802809880371
"2","865","4043",1450040928.6,55133,39975,18194,1e+06,33.0001995175303,31.2290029511891
"2","865","4043",1450040928.7,53085,39092,16346,1e+06,30.7921258359235,28.8989661150613
"2","865","4043",1450040928.8,46693,36995,11947,1e+06,25.5862763155077,28.1268364226627
"2","865","4043",1450040928.9,43643,38431,11442,1e+06,26.2172627912838,28.074577558434
