"gameId","ngsPlayId","gsisPlayId","millisecs_since_epoch","home_cover_px","away_cover_px","overlap_px","total_px","coverage","coverage_smooth"
"2","430","2034",1450034775.8,34977,68934,29855,1e+06,85.35609114561,NA
"2","430","2034",1450034775.9,34968,72082,21981,1e+06,62.8603294440631,72.5125665974668
"2","430","2034",1450034776,33946,82155,24823,1e+06,73.1249631768102,65.2103507412723
"2","430","2034",1450034776.1,39369,77543,27050,1e+06,68.7088826233839,64.9176113724822
"2","430","2034",1450034776.2,51023,80338,28648,1e+06,56.1472277208318,58.6683001947289
"2","430","2034",1450034776.3,41033,89382,25313,1e+06,61.6893719689031,55.4697330304436
"2","430","2034",1450034776.4,50580,69167,24343,1e+06,48.1277184657968,57.6411118538759
"2","430","2034",1450034776.5,42302,77264,23653,1e+06,55.9146139662427,56.3389990251874
"2","430","2034",1450034776.6,38115,84151,24711,1e+06,64.8327430145612,62.6109268994469
"2","430","2034",1450034776.7,59436,83308,33570,1e+06,56.480920654149,59.53368105429
"2","430","2034",1450034776.8,62424,111827,45704,1e+06,73.2154299628348,50.5027110750548
"2","430","2034",1450034776.9,70046,76441,30544,1e+06,43.6056305856152,41.5440281242593
"2","430","2034",1450034777,64966,54310,18651,1e+06,28.7088630976203,31.6805389300351
"2","430","2034",1450034777.1,43950,49792,9074,1e+06,20.646188850967,30.3471244980644
"2","430","2034",1450034777.2,34646,72595,11697,1e+06,33.7614731859378,27.8015590716598
"2","430","2034",1450034777.3,43622,83379,16695,1e+06,38.2719728577323,30.2569477879652
"2","430","2034",1450034777.4,33908,53660,6282,1e+06,18.5266013920019,31.2892280807651
"2","430","2034",1450034777.5,54346,55007,16558,1e+06,30.4677437161889,31.0576905330762
"2","430","2034",1450034777.6,76486,67596,28981,1e+06,37.8905943571373,45.181422974117
"2","430","2034",1450034777.7,51564,58481,19257,1e+06,37.345822666977,58.1722603129573
"2","430","2034",1450034777.8,42961,76717,32230,1e+06,75.0215311561649,64.6059946243915
"2","430","2034",1450034777.9,42376,75828,34931,1e+06,82.4310930715499,68.7865647491223
"2","430","2034",1450034778,54552,53635,34709,1e+06,63.6255316028743,64.87891318586
"2","430","2034",1450034778.1,70217,52130,37965,1e+06,54.0681031659,62.2609865371127
"2","430","2034",1450034778.2,32771,48141,19463,1e+06,59.3909249031156,64.8868324395529
"2","430","2034",1450034778.3,37032,47284,26648,1e+06,71.9593864765608,72.4756510920035
"2","430","2034",1450034778.4,37482,50904,27785,1e+06,74.1289152126354,77.1555207154815
"2","430","2034",1450034778.5,42827,59129,36156,1e+06,84.4233777757022,71.1571387036751
"2","430","2034",1450034778.6,42390,49135,33111,1e+06,78.1104033970276,64.1808108859691
"2","430","2034",1450034778.7,78731,47106,37764,1e+06,47.9658584293353,52.564286019186
"2","430","2034",1450034778.8,85240,53883,39401,1e+06,46.2236039418114,41.5304013478541
"2","430","2034",1450034778.9,110108,58126,41794,1e+06,37.9572783085698,37.1853188206009
"2","430","2034",1450034779,89993,58117,30575,1e+06,33.9748647116998,33.7474681187188
"2","430","2034",1450034779.1,95179,54808,29111,1e+06,30.5855283203228,31.8799895389291
"2","430","2034",1450034779.2,89572,61417,29086,1e+06,32.472201134283,29.5203992644293
"2","430","2034",1450034779.3,85747,56757,26142,1e+06,30.4873639894107,27.2204467227751
"2","430","2034",1450034779.4,76376,54280,18740,1e+06,24.5365036137006,24.3220909323542
"2","430","2034",1450034779.5,70173,50309,15007,1e+06,21.3857181537058,22.1406058923431
"2","430","2034",1450034779.6,67298,48428,14051,1e+06,20.8787779725995,21.2956405270092
"2","430","2034",1450034779.7,70795,48986,15406,1e+06,21.7614238293665,20.6840870553407
"2","430","2034",1450034779.8,70843,49893,14988,1e+06,21.1566421523651,19.6648196710408
"2","430","2034",1450034779.9,68666,47495,13005,1e+06,18.9395042670317,18.1009717120694
"2","430","2034",1450034780,63684,44984,10700,1e+06,16.8017084353998,16.890520597265
"2","430","2034",1450034780.1,56449,45555,8753,1e+06,15.5060319934808,16.6687748206033
"2","430","2034",1450034780.2,55851,45617,9112,1e+06,16.3148376931478,16.9546166511473
"2","430","2034",1450034780.3,69115,46795,12477,1e+06,18.0525211603849,18.5829044830263
"2","430","2034",1450034780.4,57024,48878,10233,1e+06,17.9450757575758,21.3818686810388
"2","430","2034",1450034780.5,64848,52986,14279,1e+06,22.0191833209968,26.2010385975679
"2","430","2034",1450034780.6,64753,60710,17814,1e+06,27.5106944851976,31.6523394649654
"2","430","2034",1450034780.7,60012,69354,22402,1e+06,37.3292008265014,37.3111686935318
"2","430","2034",1450034780.8,59987,71759,23845,1e+06,39.7502792271659,44.0298303876409
"2","430","2034",1450034780.9,59508,75973,26573,1e+06,44.6545002352625,48.2693384006219
"2","430","2034",1450034781,61888,85775,33658,1e+06,54.3853412616339,52.6702668059878
"2","430","2034",1450034781.1,63969,75507,34727,1e+06,54.2872328784255,55.4150763280379
"2","430","2034",1450034781.2,62925,70587,36090,1e+06,57.3539928486293,56.0975230094753
"2","430","2034",1450034781.3,65516,64946,36449,1e+06,55.633738323463,58.3553538019018
"2","430","2034",1450034781.4,65944,59968,37664,1e+06,57.1151279873832,60.8199925625933
"2","430","2034",1450034781.5,71055,67284,44991,1e+06,63.3185560481317,64.1139262058268
"2","430","2034",1450034781.6,72299,69922,48594,1e+06,67.2125478913955,67.6187025323219
"2","430","2034",1450034781.7,74824,72858,51486,1e+06,68.8094728963969,69.8176406962656
"2","430","2034",1450034781.8,77559,76361,55171,1e+06,71.1342332933638,70.7875276091592
"2","430","2034",1450034781.9,79539,80676,57359,1e+06,72.1143087039063,71.7015823257
"2","430","2034",1450034782,81220,78213,57741,1e+06,71.0920955429697,74.587940121153
"2","430","2034",1450034782.1,86641,81421,62785,1e+06,72.4656917625605,78.3720528866189
"2","430","2034",1450034782.2,88220,101534,72940,1e+06,82.6796644751757,80.072087827788
"2","430","2034",1450034782.3,94437,115052,82397,1e+06,87.2507597657698,80.8899035505369
"2","430","2034",1450034782.4,104357,105402,81286,1e+06,77.8922353076459,78.0053078524835
"2","430","2034",1450034782.5,100074,99628,75793,1e+06,75.7369546535564,74.2581793040633
"2","430","2034",1450034782.6,107905,98224,76765,1e+06,71.1412816829619,72.3871844372335
"2","430","2034",1450034782.7,95361,99209,68910,1e+06,72.2622455720892,70.9421307230969
"2","430","2034",1450034782.8,88180,100016,62086,1e+06,70.4082558403266,70.5727396086571
"2","430","2034",1450034782.9,84142,101952,58863,1e+06,69.9567397970098,69.0125584207887
"2","430","2034",1450034783,86118,106730,59993,1e+06,69.6637172252026,67.8499406599834
"2","430","2034",1450034783.1,83547,97110,55159,1e+06,66.0215208206159,66.8514444187419
"2","430","2034",1450034783.2,82629,97807,54335,1e+06,65.7577847971051,66.6333738461766
"2","430","2034",1450034783.3,79366,93737,52352,1e+06,65.9627548320439,67.802893906518
"2","430","2034",1450034783.4,76777,92684,52816,1e+06,68.7914349349414,68.8836514373876
"2","430","2034",1450034783.5,71941,91730,50862,1e+06,70.6996010619813,69.9251065431806
"2","430","2034",1450034783.6,67933,85863,47608,1e+06,70.0808149205835,69.8923722862022
"2","430","2034",1450034783.7,67198,82025,47125,1e+06,70.1285752552159,68.7674676041359
"2","430","2034",1450034783.8,72624,76683,49864,1e+06,68.660497907028,67.3207177899403
"2","430","2034",1450034783.9,67926,74465,44967,1e+06,66.1999823337161,64.9748269857826
"2","430","2034",1450034784,67008,76588,43082,1e+06,64.2938156638013,61.7958828443223
"2","430","2034",1450034784.1,65207,78313,39610,1e+06,60.7450120385848,58.5448418928029
"2","430","2034",1450034784.2,66210,73184,37041,1e+06,55.9447213411871,55.1441735568592
"2","430","2034",1450034784.3,67823,70557,36079,1e+06,53.1958185276381,51.7076023045652
"2","430","2034",1450034784.4,63301,70755,32088,1e+06,50.6911423200265,49.8967490833039
"2","430","2034",1450034784.5,61274,66315,28798,1e+06,46.9987270294089,49.1914987304936
"2","430","2034",1450034784.6,66567,69357,32419,1e+06,48.7013084561419,48.6221989430915
"2","430","2034",1450034784.7,66299,73158,33398,1e+06,50.3748171163969,47.5858352561024
"2","430","2034",1450034784.8,70773,74456,34264,1e+06,48.4139431704181,46.4910145351391
"2","430","2034",1450034784.9,73817,65631,31633,1e+06,42.8532722814528,44.247228207241
"2","430","2034",1450034785,71249,64647,31579,1e+06,44.3220255722887,41.9062525267364
"2","430","2034",1450034785.1,74346,62895,30779,1e+06,41.3996718048046,40.6305102414213
"2","430","2034",1450034785.2,77877,61298,30411,1e+06,39.0500404483994,38.6208202923971
"2","430","2034",1450034785.3,88243,60545,33312,1e+06,37.7503031401924,37.4002006087905
"2","430","2034",1450034785.4,88567,58508,32135,1e+06,36.283265776192,36.8495311999406
"2","430","2034",1450034785.5,87797,56761,32061,1e+06,36.5171930703783,36.5724487016838
"2","430","2034",1450034785.6,90096,56593,33198,1e+06,36.8473628129995,36.6579106452727
"2","430","2034",1450034785.7,91387,56093,33486,1e+06,36.6419731471654,37.337001405334
"2","430","2034",1450034785.8,91369,55318,33464,1e+06,36.6251135505478,37.9571834978252
"2","430","2034",1450034785.9,88878,55773,34870,1e+06,39.2335561106236,38.0741090297237
"2","430","2034",1450034786,91947,56068,36161,1e+06,39.3280911829641,38.6033490378122
"2","430","2034",1450034786.1,96266,54611,35724,1e+06,37.1096752747595,38.6728347212205
"2","430","2034",1450034786.2,93201,53206,36108,1e+06,38.7420735829015,38.8353828149048
"2","430","2034",1450034786.3,93879,52035,37093,1e+06,39.511498844257,39.2400209638145
"2","430","2034",1450034786.4,94859,51984,37923,1e+06,39.9782835577014,39.2084391195786
"2","430","2034",1450034786.5,96511,51549,37377,1e+06,38.7282278703982,39.4159931641559
"2","430","2034",1450034786.6,94029,51069,36310,1e+06,38.6157462059577,39.9529685525248
"2","430","2034",1450034786.7,93060,51885,37542,1e+06,40.3417150225661,40.9642982949693
"2","430","2034",1450034786.8,94084,51978,39634,1e+06,42.1261851111772,42.4032431925531
"2","430","2034",1450034786.9,94673,52279,40495,1e+06,42.7735468401762,42.3931386268261
"2","430","2034",1450034787,94626,52823,41987,1e+06,44.3715257962928,42.6355530494729
"2","430","2034",1450034787.1,96317,50488,38817,1e+06,40.3012967596582,43.9598319208987
"2","430","2034",1450034787.2,97253,55081,41912,1e+06,43.0958428017645,44.7740349083614
"2","430","2034",1450034787.3,93685,58795,45035,1e+06,48.0706623258793,46.302592424941
"2","430","2034",1450034787.4,93289,58201,44432,1e+06,47.6283377461437,47.6732399664429
"2","430","2034",1450034787.5,93361,56315,43334,1e+06,46.4155268259766,48.9042175945985
