"gameId","ngsPlayId","gsisPlayId","millisecs_since_epoch","home_cover_px","away_cover_px","overlap_px","total_px","coverage","coverage_smooth"
"1","530","2582",1448827420,31861,34070,18582,1e+06,58.3220865635102,NA
"1","530","2582",1448827420.1,31742,32469,19984,1e+06,62.9575956146431,64.0079067252683
"1","530","2582",1448827420.2,31796,32376,21095,1e+06,66.3448232482073,66.9136894732831
"1","530","2582",1448827420.3,31735,32179,21709,1e+06,68.4071214747125,68.9243299459021
"1","530","2582",1448827420.4,31762,32082,22216,1e+06,69.9452175555695,70.4894349480675
"1","530","2582",1448827420.5,31745,32213,22539,1e+06,71.0001575051189,71.896141966408
"1","530","2582",1448827420.6,31736,32631,23042,1e+06,72.6052432568692,73.4314568142242
"1","530","2582",1448827420.7,31753,33958,23508,1e+06,74.0339495480742,75.0831685638932
"1","530","2582",1448827420.8,31731,35903,24143,1e+06,76.0864769468343,76.2578819670045
"1","530","2582",1448827420.9,31751,34988,24641,1e+06,77.6070045037952,77.1618804343805
"1","530","2582",1448827421,31878,33747,24643,1e+06,77.3040968693143,77.8966686387737
"1","530","2582",1448827421.1,31812,32310,24702,1e+06,77.6499434175783,64.1263353032492
"1","530","2582",1448827421.2,31877,39746,25191,1e+06,79.0256297644069,62.8339801903777
"1","530","2582",1448827421.3,32332,39881,7283,1e+06,22.5256711616974,64.1334506873048
"1","530","2582",1448827421.4,36235,34298,26138,1e+06,72.1346764178281,65.3580955481135
"1","530","2582",1448827421.5,31891,35427,26421,1e+06,82.8478254052868,80.8493359737391
"1","530","2582",1448827421.6,31930,35414,26797,1e+06,83.9242092076417,84.0101104436862
"1","530","2582",1448827421.7,32187,34311,27195,1e+06,84.4906328641998,85.1410425635424
"1","530","2582",1448827421.8,31927,36096,27067,1e+06,84.7777742976164,77.7851860480022
"1","530","2582",1448827421.9,31920,48586,27889,1e+06,87.3715538847118,77.7019595512912
"1","530","2582",1448827422,32561,41223,17746,1e+06,54.5007831454808,76.2758341564952
"1","530","2582",1448827422.1,34490,62053,29026,1e+06,84.1577268773558,72.3676830098184
"1","530","2582",1448827422.2,41134,65178,32526,1e+06,79.0732727184324,73.6062111919972
"1","530","2582",1448827422.3,48006,59836,34439,1e+06,71.7389492980044,66.4989041686565
"1","530","2582",1448827422.4,58631,48402,34859,1e+06,59.4548958741962,63.0914335718468
"1","530","2582",1448827422.5,45230,53400,25206,1e+06,55.7284987839929,53.4496414507504
"1","530","2582",1448827422.6,35206,53658,23040,1e+06,65.4433903311935,54.7111538548068
"1","530","2582",1448827422.7,33013,32593,10951,1e+06,33.1717808136189,60.3234526372091
"1","530","2582",1448827422.8,48652,41458,31381,1e+06,64.5009454904218,62.0146140822685
"1","530","2582",1448827422.9,49816,49020,38945,1e+06,78.1776939136021,70.1801304635247
"1","530","2582",1448827423,60701,49113,43831,1e+06,72.2080361114314,70.2550615074726
"1","530","2582",1448827423.1,66601,53606,43846,1e+06,65.8338463386436,66.0920351153627
"1","530","2582",1448827423.2,66899,54623,43351,1e+06,64.8006696662133,61.7030024553992
